ID	String	Description	Type	Comment	Link1	Link2
id_a_f_266	Dual Proxy	Fourelle Venturi proxy server	P		http://www.fourelle.com/news/articles/148457.htm	
id_a_f_290308_2	DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html)	Duck Duck Go search crawler	R	72.94.249.34	http://duckduckgo.com/	http://duckduckgo.com/duckduckbot.html
id_a_f_267	Dumbot(version 0.1 beta - dumbfind.com)	DumbFind.com robot	R		http://www.dumbfind.com	
id_a_f_268	Dumbot(version 0.1 beta - http://www.dumbfind.com/dumbot.html)	DumbFind.com robot	R		http://www.dumbfind.com	
id_a_f_269	Dumbot(version 0.1 beta)	DumbFind.com robot	R		http://www.dumbfind.com	
id_a_f_270	e-sense 1.0 ea(www.vigiltech.com/esensedisclaim.html)	Vigiltech e-Sense user research robot (website is offline)	R			
id_a_f_271	e-SocietyRobot(http://www.yama.info.waseda.ac.jp/~yamana/es/)	e-Society Project (Japan) crawler (133.9.238.xx)	R		http://www.yama.info.waseda.ac.jp	
id_a_f_280108_1	eApolloBot/2.0 (compatible; heritrix/2.0.0-SNAPSHOT-20071024.170148 +http://www.eapollo-opto.com)	Global Opto's eApollo Flash based search engine - Taiwan	R		http://www.eapollo.com/eaSE.jsp?language=eng	http://www.global-opto.com/
id_a_f_272	EARTHCOM.info/1.x [www.earthcom.info]	Earthcom (Czech Republic) search robot (194.108.39.xx)	R	s. also Mozilla/5.0 (compatible; EARTHCOM.info/2.01 ...	http://www.earthcom.info	
id_a_f_273	EARTHCOM.info/1.xbeta [www.earthcom.info]	Earthcom (Czech Republic) search robot (194.108.39.xx)	R	s. also Mozilla/5.0 (compatible; EARTHCOM.info/2.01 ...	http://www.earthcom.info	
id_a_f_274	EasyDL/3.xx	Keywen Encyclopedia Bot	R		http://keywen.com/Encyclopedia/Bot/	
id_a_f_275	EasyDL/3.xx http://keywen.com/Encyclopedia/Bot	Keywen Encyclopedia Bot	R		http://keywen.com/Encyclopedia/Bot/	
id_a_f_276	EBrowse 1.4b	Some site scanning tool via diff. IPs i.e.: - swbell.net (65.66.xxx.xxx)	S			
id_a_f_277	eCatch/3.0	eCatch (now Wysigot) offline browser	B D		http://www.ecatch.com	
id_a_f_278	EchO!/2.0	Echo.fr robot	R		http://echo.fr/	
id_a_f_279	Educate Search VxB	Some site scanning tool via diff. IPs i.e.: - cox.net (68.4.xxx.xxx)	S	s. also DSurf - 66.118.1xx.xxx (sagonet.com) - see also Full Web Bot - Industry Program 1.0.5		
id_a_f_280	egothor/3.0a (+http://www.xdefine.org/robot.html)	Xdefine text search engine robot - based on Egothor open source crawler	R		http://www.xdefine.com/	http://www.egothor.org/
id_a_f_281	EgotoBot/4.8 (+http://www.egoto.com/about.htm)	Egoto Search robot	R		http://www.egoto.com	
id_a_f_211105_1	ejupiter.com	eJupiter searcg robot (206.191.49.xx)	R		http://search.ejupiter.com/	
id_a_f_282	EldoS TimelyWeb/3.x	TimelyWeb web page monitoring tool	C	s. also TimelyWeb/...	http://www.eldos.org/timelyweb/timelyweb.html	
id_a_f_283	elfbot/1.0 (+http://www.uchoose.de/crawler/elfbot/)	Elftales crawler for uChoose theme based search (Germany)	R		http://www.uchoose.de	
id_a_f_300707_1	"ELI/20070402:2.0 (DAUM RSS Robot, Daum Communications Corp.; +http://ws.daum.net/aboutkr.html)"	DAUMOA - RSS search robot of Daum	R	211.115.109.1xx	http://ws.daum.net/abouten.html	
id_a_f_284	ELinks (0.x.x; Linux 2.4.20 i586; 132x60)	ELinks text mode browser	B		http://elinks.or.cz/	
id_a_f_285	ELinks/0.x.x (textmode; NetBSD 1.6.2 sparc; 132x43)	ELinks text mode browser	B		http://elinks.or.cz/	
id_a_f_286	EmailSiphon	Sonic E-mail collector	S		http://www.americaint.com/superstore/elist.html	
id_a_f_220508_2	EmailSpider	EmailSpider E-mail harvesting  software	S		http://www.emailspider.net/index.php?kat=11	
id_a_f_287	EmailWolf 1.00	Trellian EMailWolf E-mail collector	S		http://www.trellian.com	
id_a_f_288	EmeraldShield.com WebBot	EmeraldShield spam and web filtration services	P R		http://www.emeraldshield.com	
id_a_f_289	EmeraldShield.com WebBot (http://www.emeraldshield.com/webbot.aspx)	EmeraldShield spam and web filtration services	P R		http://www.emeraldshield.com	
id_a_f_070606_2	EMPAS_ROBOT	Empas search Korea robot (220.95.22x.xxx)	R		http://www.empas.com/	
id_a_f_280208_1	EnaBot/1.x (http://www.enaball.com/crawler.html)	Enabot - Enaball semantic search project crawler	R		http://www.enaball.com/crawler.html	
id_a_f_110506_4	endo/1.0 (Mac OS X; ppc i386; http://kula.jp/endo)	endo - Mac news site and blog aggregator	B		http://kula.jp/software/endo/	
id_a_f_290	Enfish Tracker	Enfish Personal search tool	R		http://www.enfish.com	
id_a_f_291	Enterprise_Search/1.0	Enterprise Search engine software (64.202.165.xxx)	R	s. also - ES.NET_Crawler - InnerpriseBot	http://www.innerprise.net	
id_a_f_292	Enterprise_Search/1.0.xxx	Enterprise Search engine software (64.202.165.xxx)	R	s. also - ES.NET_Crawler - InnerpriseBot	http://www.innerprise.net	
id_a_f_293	Enterprise_Search/1.00.xxx;MSSQL (http://www.innerprise.net/es-spider.asp)	Enterprise Search engine software (64.202.165.xxx)	R	s. also - ES.NET_Crawler - InnerpriseBot	http://www.innerprise.net	
id_a_f_230706_1	envolk/1.7 (+http://www.envolk.com/envolkspiderinfo.php)	Envolk Web Search robot	R	70.169.191.x	http://www.envolk.com/	
id_a_f_294	envolk[ITS]spider/1.6(+http://www.envolk.com/envolkspider.html)	Envolk Web Search robot	R	70.169.191.x	http://www.envolk.com/	
id_a_f_295	EroCrawler	EroCrawler adult search robot	R		http://www.erocrawler.com	
id_a_f_296	ES.NET_Crawler/2.0 (http://search.innerprise.net/)	Enterprise Search engine software (64.202.165.xxx)	R	s. also - Enterprise_Search - InnerpriseBot	http://search.innerprise.net	
id_a_f_297	eseek-larbin_2.6.2 (crawler@exactseek.com)	ExactSEEK (Jayde Online) robot	R	see also ExactSeek Crawler / eseek-larbin / exactseek.com	http://www.exactseek.com	
id_a_f_298	ESISmartSpider	ESI Smart-Spider toolkit	R		http://www.smart-spider.com/	
id_a_f_299	eStyleSearch 4 (compatible; MSIE 6.0; Windows NT 5.0)	e-Style ISP search (Russia) robot (217.174.103.xxx)	R		http://www.e-styleisp.ru/	
id_a_f_300	ESurf15a 15	Some site scanning tool via diff. IPs	S	s. also DSurf - PBrowse ...		
id_a_f_301	EuripBot/0.x (+http://www.eurip.com) GetFile	Eurip.com - European Internet Portal robot	R		http://www.eurip.com	
id_a_f_302	EuripBot/0.x (+http://www.eurip.com) GetRobots	Eurip.com - European Internet Portal robot	R		http://www.eurip.com	
id_a_f_303	EuripBot/0.x (+http://www.eurip.com) PreCheck	Eurip.com - European Internet Portal robot	R		http://www.eurip.com	
id_a_f_220508_3	Eurobot/1.0 (http://www.ayell.eu)	Ayell Euronet business directory robot	R		http://www.ayell.eu/	
id_a_f_030206_4	EvaalSE - bot@evaal.com	Evaal Search Engine robot	R	based on Nutch	http://www.evaal.com/	http://search.evaal.com/en/about.html
id_a_f_304	eventax/1.3 (eventax; http://www.eventax.de/; info@eventax.de)	Eventax event search (Germany)	R		http://www.eventax.de	
id_a_f_291205_1	Everest-Vulcan Inc./0.1 (R&D project; host=e-1-24; http://everest.vulcan.com/crawlerhelp)	Vulcan Inc. Everest crawler (in development)	R		http://www.vulcan.com/	
id_a_f_305	Everest-Vulcan Inc./0.1 (R&D project; http://everest.vulcan.com/crawlerhelp)	Vulcan Inc. Everest crawler (in development)	R		http://www.vulcan.com/	
id_a_f_050406_2	Exabot-Images/1.0	Exalead Websearch image crawler (193.47.80.xx)	R	Exabot-Images only requests robots.txt - image crawling under UA NG/4.0.1229	http://www.exalead.com/search	
id_a_f_211206_1	Exabot-Test/1.0	Exalead (France) search robot (193.47.80.xx)	R	s. Harvest-NG/1.0.2 and Exalead NG...	http://www.exabot.com/	
id_a_f_190106_1	Exabot/2.0	Exalead (France) search robot (193.47.80.xx)	R	s. Harvest-NG/1.0.2 and Exalead NG...	http://www.exabot.com/	
id_a_f_211206_2	Exabot/3.0	Exalead (France) search robot (193.47.80.xx)	R	s. Harvest-NG/1.0.2 and Exalead NG...	http://www.exabot.com/	
id_a_f_306	ExactSearch	eXact Search Bar for IE	B		http://www.exactsearchbar.com/exact04	
id_a_f_307	ExactSeek Crawler/0.1	ExactSEEK (Jayde Online) robot	R	see also eseek-larbin / exactseek.com	http://www.exactseek.com	
id_a_f_308	exactseek-crawler-2.63 (crawler@exactseek.com)	ExactSEEK (Jayde Online) robot	R	see also eseek-larbin / exactseek.com	http://www.exactseek.com	
id_a_f_309	exactseek-pagereaper-2.63 (crawler@exactseek.com)	ExactSEEK (Jayde Online) robot	R	see also eseek-larbin / exactseek.com	http://www.exactseek.com	
id_a_f_050606_2	exactseek.com	ExactSEEK (Jayde Online) robot (69.9.181.1xx)	R	see also eseek-larbin	http://www.exactseek.com	
id_a_f_310	Exalead NG/MimeLive Client (convert/http/0.120)	Exalead (France) search robot (193.47.80.xx)	R	s. Harvest-NG/1.0.2 and NG/1.0	http://www.exabot.com	
id_a_f_311	Excalibur Internet Spider V6.5.4	Excalibur (now Convera) spider software	R		http://www.excalib.com	
id_a_f_191206_1	Execrawl/1.0 (Execrawl; http://www.execrawl.com/; bot@execrawl.com)	Execrawl software search using nutch	R	72.36.179.1xx	http://www.execrawl.com/	
id_a_f_060608_1	exooba crawler/exooba crawler (crawler for exooba.com; http://www.exooba.com/; info at exooba dot com)	exooba crawler for exooba search pre-alpha development	R	216.195.184.xx	http://www.exooba.com/	
id_a_f_060608_2	exooba/exooba crawler (exooba; exooba)	exooba crawler for exooba search pre-alpha development	R	216.195.184.xx	http://www.exooba.com/	
id_a_f_312	ExperimentalHenrytheMiragoRobot	Mirago UK Robot	R		http://www.mirago.co.uk	
id_a_f_313	Expired Domain Sleuth	Expired Domain Sleuth domain name tool	R C		http://expireddomainsleuth.com/	
id_a_f_314	Express WebPictures (www.express-soft.com)	Express Web Pictures image browser	B D		http://www.express-soft.com/	
id_a_f_315	ExtractorPro	Extractor Pro e-mail collector	S		http://www.extractorpro.com	
id_a_f_170106_1	Extreme Picture Finder	Exisoftware image grabber and downloading tool	D		http://www.exisoftware.com/picture_finder/	
id_a_f_316	EyeCatcher (Download-tipp.de)/1.0	Download-Tipp Germany robot	R		http://download-tipp.de	
id_a_f_091006_1	Factbot 1.09 (see http://www.factbites.com/webmasters.php)	Factbites search robot	R	70.86.159.1xx	http://www.factbites.com/	
id_a_f_220906_1	factbot : http://www.factbites.com/robots	Factbites search robot	R	70.86.159.1xx	http://www.factbites.com/	
id_a_f_221006_1	FaEdit/2.0.x	FaEdit Professional - Japanese bookmark manager	C		https://sw.vector.co.jp/swreg/step1.reserve?srno=SR040433&site=y	
id_a_f_317	FairAd Client	FairAd user	P		http://www.fairad.de	
id_a_f_051206_1	FANGCrawl/0.01	Safe-t.net web filtering service	P	63.167.160.1xx	http://www.safe-t.net/	
id_a_f_210206_1	FARK.com link verifier	Drew Curtis' FARK.com link checking	C		http://www.fark.com/	
id_a_f_318	Fast Crawler Gold Edition	Fast/Alltheweb crawler (66.151.181.xx)	R		http://www.alltheweb.com	
id_a_f_319	FAST Enterprise Crawler 6 (Experimental)	Fast/Alltheweb crawler (66.151.181.xx)	R		http://www.alltheweb.com	
id_a_f_040206_1	FAST Enterprise Crawler 6 / Scirus scirus-crawler@fast.no; http://www.scirus.com/srsapp/contactus/	Fast Enterprise Crawler (66.151.181.xx) for Scirus scienctific information search	R		http://www.scirus.com/srsapp/	http://www.alltheweb.com
id_a_f_320	FAST Enterprise Crawler 6 used by Cobra Development (admin@fastsearch.com)	Fast/Alltheweb crawler (66.151.181.xx)	R		http://www.alltheweb.com	
id_a_f_070507_1	FAST Enterprise Crawler 6 used by Comperio AS (sts@comperio.no)	Comperio Web Miner based on Fast ESP	R		http://www.comperio.no/index.php?option=com_content&task=blogcategory&id=7&Itemid=27	
id_a_f_321	FAST Enterprise Crawler 6 used by FAST (FAST)	Fast/Alltheweb crawler (66.151.181.xx)	R		http://www.alltheweb.com	
id_a_f_161106_1	FAST Enterprise Crawler 6 used by Pages Jaunes (pvincent@pagesjaunes.fr)	Pages Jaunes business search (France) robot using Fast Enterprise Crawler	R	193.252.242.xx	http://www.pagesjaunes.fr/	
id_a_f_322	FAST Enterprise Crawler 6 used by Sensis.com.au Web Crawler (search_comments\at\sensis\dot\com\dot\au)	Fast/Alltheweb crawler for Sensis.com.au Australian search (66.151.181.xx)	R		http://www.sensis.com.au/	http://www.alltheweb.com
id_a_f_251007_2	FAST Enterprise Crawler 6 used by Singapore Press Holdings (crawler@sphsearch.sg)	SPH Search - Singapore related search using Fast crawler	R	202.176.220.xx	http://www.sphsearch.sg/	
id_a_f_280606_2	FAST Enterprise Crawler 6 used by WWU (wardi@uni-muenster.de)	FAST Enterprise Crawler  used by WWU (University of Muenster - Germany)	C	128.176.188.2xx	http://www.uni-muenster.de/en/index.html	http://www.alltheweb.com
id_a_f_323	FAST Enterprise Crawler/6 (www.fastsearch.com)	Fast/Alltheweb crawler (66.151.181.xx)	R		http://www.alltheweb.com	
id_a_f_324	FAST Enterprise Crawler/6.4 (helpdesk at fast.no)	Fast/Alltheweb crawler (66.151.181.xx)	R		http://www.alltheweb.com	
id_a_f_325	FAST FirstPage retriever (compatible; MSIE 5.5; Mozilla/4.0)	Fast/Alltheweb crawler (66.151.181.xx)	R		http://www.alltheweb.com	
id_a_f_326	FAST MetaWeb Crawler (helpdesk at fastsearch dot com)	Fast/Alltheweb crawler (66.151.181.xx)	R		http://www.alltheweb.com	
id_a_f_327	Fast PartnerSite Crawler	Fast/Alltheweb crawler (66.151.181.xx)	R		http://www.alltheweb.com	
id_a_f_328	FAST-WebCrawler/2.2.10 (Multimedia Search) (crawler@fast.no; http://www.fast.no/faq/faqfastwebsearch/faqfastwebcrawler.html)	Fast/Alltheweb multimedia crawler	R	see also Yahoo-MMCrawler/3.x	http://www.alltheweb.com	
id_a_f_329	FAST-WebCrawler/2.2.6 (crawler@fast.no; http://www.fast.no/faq/faqfastwebsearch/faqfastwebcrawler.html)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_330	FAST-WebCrawler/2.2.7 (crawler@fast.no; http://www.fast.no/faq/faqfastwebsearch/faqfastwebcrawler.html)http://www.fast.no	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_331	FAST-WebCrawler/2.2.8 (crawler@fast.no; http://www.fast.no/faq/faqfastwebsearch/faqfastwebcrawler.html)http://www.fast.no	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_332	FAST-WebCrawler/3.2 test	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_333	FAST-WebCrawler/3.3 (crawler@fast.no; http://fast.no/support.php?c=faqs/crawler)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_334	FAST-WebCrawler/3.4/Nirvana (crawler@fast.no; http://fast.no/support.php?c=faqs/crawler)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_335	FAST-WebCrawler/3.4/PartnerSite (crawler@fast.no; http://fast.no/support.php?c=faqs/crawler)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_336	FAST-WebCrawler/3.5 (atw-crawler at fast dot no; http://fast.no/support.php?c=faqs/crawler)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_337	FAST-WebCrawler/3.6 (atw-crawler at fast dot no; http://fast.no/support/crawler.asp)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_338	FAST-WebCrawler/3.6/FirstPage (crawler@fast.no; http://fast.no/support.php?c=faqs/crawler)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_339	FAST-WebCrawler/3.7 (atw-crawler at fast dot no; http://fast.no/support/crawler.asp)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_340	FAST-WebCrawler/3.7/FirstPage (atw-crawler at fast dot no;http://fast.no/support/crawler.asp)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_341	FAST-WebCrawler/3.8 (atw-crawler at fast dot no; http://fast.no/support/crawler.asp)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_342	FAST-WebCrawler/3.8/Fresh (atw-crawler at fast dot no; http://fast.no/support/crawler.asp)	Fast/Alltheweb crawler	R		http://www.alltheweb.com	
id_a_f_343	FAST-WebCrawler/3.x Multimedia	Fast/Alltheweb multimedia crawler	R	see also Yahoo-MMCrawler/3.x	http://www.alltheweb.com	
id_a_f_344	FAST-WebCrawler/3.x Multimedia (mm dash crawler at fast dot no)	Fast/Alltheweb multimedia crawler	R	see also Yahoo-MMCrawler/3.x	http://www.alltheweb.com	
id_a_f_121205_2	fastbot crawler beta 2.0 (+http://www.fastbot.de)	Fastbot search Germany crawler (80.252.104.1xx)	R		http://www.fastbot.de/	
id_a_f_345	FastBug http://www.ay-up.com	Ay-Up geo sync search robot	R		http://www.ay-up.com	
id_a_f_346	FastCrawler 3.0.1 (crawler@1klik.dk)	Fast/Alltheweb crawler (66.151.181.xx)	R		http://www.alltheweb.com	
id_a_f_347	FastSearch Web Crawler for Verizon SuperPages (kevin.watters@fastsearch.com)	Fast/Alltheweb crawler used by SuperPages.com	R		http://www.superpages.com	http://www.alltheweb.com
id_a_f_170408_3	Favcollector/2.0 (info@favcollector.com http://www.favcollector.com/)	Favcollector Favicon collecting robot	R	66.207.217.13x	http://www.favcollector.com/	
id_a_f_161006_1	FavIconizer	FavIconizer - IE favorites icons refreshing tool	D		http://www.codeproject.com/tools/faviconizer.asp	
id_a_f_151206_1	favo.eu crawler/0.6 (http://www.favo.eu)	favo.eu (Germany) search robot	R	84.19.186.1xx	http://www.favo.eu/	
id_a_f_348	FavOrg	ZD's FavOrg favourites managing program	C		"http://www.pcmag.com/article2/0,4149,108438,00.asp"	
id_a_f_260108_1	Favorites Checking (http://campulka.net)	Campulka.net Favorites checking tool	C		http://campulka.net/?dir=Utility	
id_a_f_349	Favorites Sweeper v.2.03	Favorites Sweeper bookmark checker	C		http://www.manitoolssoftware.cjb.net	
id_a_f_350	Faxobot/1.0	FaXo Search robot (69.152.89.xx)	R		http://www.faxo.com	
id_a_f_351	FDM 1.x	Free Download Manager (FDM) download accelerator	D		http://www.freedownloadmanager.org	
id_a_f_180207_1	FDM 2.x	Free Download Manager (FDM) download accelerator	D		http://www.freedownloadmanager.org	
id_a_f_352	Feed Seeker Bot (RSS Feed Seeker http://www.MyNewFavoriteThing.com/fsb.php)	RSS Feed Seeker bot (68.225.95.2xx)	R		http://www.MyNewFavoriteThing.com	
id_a_f_241206_1	Feed24.com	Feed24 news feed and blog search	R	194.105.139.2xx	http://www.feed24.com/	
id_a_f_050306_1	Feed::Find/0.0x	Feed::Find - Syndication feed (RSS/Atom) auto-discovery	D		http://search.cpan.org/~btrott/Feed-Find-0.06/lib/Feed/Find.pm	
id_a_f_250707_1	Feedable/0.1 (compatible; MSIE 6.0; Windows NT 5.1)	Feedable beta web based RSS service	B	64.27.19.25x	http://reader.feedable.com/	
id_a_f_230406_2	FeedChecker/0.01	Unknown robot from the University of Tokyo (157.82.157.xx)	R	reads robots.txt	http://www.u-tokyo.ac.jp/index_e.html	
id_a_f_140608_2	FeedDemon/2.7 (http://www.newsgator.com/; Microsoft Windows XP)	FeedDemon RSS reader	B		http://www.newsgator.com/individuals/feeddemon/	
id_a_f_160308_2	Feedfetcher-Google-iGoogleGadgets; (+http://www.google.com/feedfetcher.html)	Google news feed feetcher for iGoogle gadgets	C	72.14.[1-2]xx.[X]xx	http://www.google.com/feedfetcher.html	
id_a_f_010906_1	Feedfetcher-Google; (+http://www.google.com/feedfetcher.html)	Google Feedfetcher - RSS and Atom feed crawler	R	72.14.199.x[xx]	http://www.google.com/feedfetcher.html	
id_a_f_010307_1	FeedForAll rss2html.php v2	FeedForAll RSS feed robot	C	216.92.192.1xx	http://www.feedforall.com/	
id_a_f_010308_1	FeedHub FeedDiscovery/1.0 (http://www.feedhub.com)	FeedHub news feed personalization engine powered by mSpoke	R	216.134.194.xx	http://www.feedhub.com/	http://www.mspoke.com/
id_a_f_060608_3	FeedHub MetaDataFetcher/1.0 (http://www.feedhub.com)	FeedHub news feed personalization engine powered by mSpoke	R	216.134.194.xx	http://www.feedhub.com/	http://www.mspoke.com/
id_a_f_260608_3	Feedjit Favicon Crawler 1.0	Feedjit news feed service favicon crawler	R	69.46.36.x	http://feedjit.com/	
id_a_f_150108_1	Feedreader 3.xx (Powered by Newsbrain)	Newsbrain Feedreader3	B		http://www.feedreader.com/	
id_a_f_281106_3	Feedshow/x.0 (http://www.feedshow.com; 1 subscriber)	FeedShow online RSS feed reader	B		http://www.feedshow.com/	
id_a_f_051206_2	FeedshowOnline (http://www.feedshow.com)	FeedShow online RSS feed reader	B		http://www.feedshow.com/	
id_a_f_021206_1	"Feedster Crawler/3.0; Feedster, Inc."	Feedster RSS feed search	R	64.95.116.x[x]	http://www.feedster.com/	
id_a_f_040207_1	FeedZcollector v1.x (Platinum) http://www.feeds4all.com/feedzcollector	"FeedZcollector - Feed (RSS, ATOM and RDF) capturing software"	B		http://www.feeds4all.com/feedzcollector/	
id_a_f_353	Felix - Mixcat Crawler (+http://mixcat.com)	MixCat robot	R	s. also Morris	http://mixcat.com	
id_a_f_354	fetch libfetch/2.0	FreeBSD download tool	D			
id_a_f_355	FFC Trap Door Spider	Frequent Finders spider via Sitefusion.com	R		http://www.frequentfinders.com	
id_a_f_356	Filangy/0.01-beta (Filangy; http://www.nutch.org/docs/en/bot.html; filangy-agent@filangy.com)	Filangy search and bookmark service	R C		http://www.filangy.com	
id_a_f_357	Filangy/1.0x (Filangy; http://www.filangy.com/filangyinfo.jsp?inc=robots.jsp; filangy-agent@filangy.com)	Filangy search and bookmark service	R C		http://www.filangy.com	
id_a_f_358	Filangy/1.0x (Filangy; http://www.nutch.org/docs/en/bot.html; filangy-agent@filangy.com)	Filangy search and bookmark service	R C		http://www.filangy.com	
id_a_f_359	fileboost.net/1.0 (+http://www.fileboost.net)	File Boost Network link checking	R C		http://www.fileboost.net	
id_a_f_360	FileHound x.x	FileHound download manager	D		http://www.allabout.com	
id_a_f_180208_1	Filtrbox/1.0	filtrbox media content (news) monitoring	R	72.47.203.8x	http://www.filtrbox.com/	
id_a_f_361	FindAnISP.com_ISP_Finder_v99a	Find An ISP robot	R C	site is down	http://www.findanisp.com/	
id_a_f_141205_2	Findexa Crawler (http://www.findexa.no/gulesider/article26548.ece)	Yelo.no business search (Norway) via Findexa	R		http://www.findexa.no/english/article27709.ece	
id_a_f_362	findlinks/x.xxx (+http://wortschatz.uni-leipzig.de/findlinks/)	NextLinks - German vocabulary and hyperlink search	R		http://wortschatz.uni-leipzig.de/nextlinks/findlinks.html	
id_a_f_363	FineBot	Finesearch robot	R		http://www.finesearch.com	
id_a_f_080306_1	Finjan-prefetch	Finjan Vital Security Web Appliance security solution	P		http://www.finjan.com/	
id_a_f_364	Firefly/1.0	Fireball.de robot	R		http://www.fireball.de	
id_a_f_365	Firefly/1.0 (compatible; Mozilla 4.0; MSIE 5.5)	Fireball.de robot	R		http://www.fireball.de	
id_a_f_210906_1	Firefox (kastaneta03@hotmail.com)	Unknown robot from Czech Technical University Prague (147.32.141.xx)	R	reads robots.txt	http://www.cvut.cz/	
id_a_f_190306_2	Firefox_1.0.6 (kasparek@naparek.cz)	Unknown robot from Czech Technical University Prague (147.32.141.xx)	R	reads robots.txt	http://www.cvut.cz/	
id_a_f_366	FirstGov.gov Search - POC:firstgov.webmasters@gsa.gov	AT&T/Fast Search robot for FirstGov (U.S.Government) portal	R		http://www.firstgov.gov	
id_a_f_367	firstsbot	Firstsfind Germany robot / link checking	R		http://www.firstsfind.de	
id_a_f_020906_1	Flapbot/0.7.2 (Flaptor Crawler; http://www.flaptor.com; crawler at flaptor period com)	Flaptor information retrieval solutions robot	R		http://www.flaptor.com/index.htm	
id_a_f_368	FlashGet	JetCar/FlashGet download manager	D		http://www.amazesoft.com	
id_a_f_161205_1	FLATARTS_FAVICO	FlatArts Favorites Icon Tool	C D		http://flatarts.jp/contents/software/information.php?name=rico	
id_a_f_100308_1	Flexum spider	Flexum.ru search service	R	81.176.76.93	http://www.flexum.ru/	
id_a_f_280508_2	Flexum/2.0	Flexum.ru search service	R	81.176.76.93	http://www.flexum.ru/	
id_a_f_369	FlickBot 2.0 RPT-HTTPClient/0.3-3	DivX.com Movie Find robot	R		http://www.divx.com	
id_a_f_370	flunky	Metacarta / Cogent robot	R		http://www.metacarta.com	
id_a_f_371	fly/6.01 libwww/4.0D	unknown				
id_a_f_110107_1	flyindex.net 1.0/http://www.flyindex.net	FLY Index Metasearch link checking	C	62.141.52.2xx	http://www.flyindex.net/	
id_a_f_021108_1	FnooleBot/2.5.2 (+http://www.fnoole.com/addurl.html)	Fnoole news crawler	R	209.205.65.9x	http://www.fnoole.com/	
id_a_f_372	FocusedSampler/1.0	IBM's Almaden Research robot	R	s. also: - - WFARC	http://www.almaden.ibm.com	
id_a_f_080108_1	Folkd.com Spider/0.1 beta 1 (www.folkd.com)	folkd.com social search robot	R	212.227.95.3x	http://www.folkd.com/	
id_a_f_070209_4	FollowSite Bot ( http://www.followsite.com/bot.html )	FollowSite robot - website monitoring	C	77.232.77.13x	http://www.followsite.com/bot.html	
id_a_f_140209_1	FollowSite.com ( http://www.followsite.com/b.html )	FollowSite robot - website monitoring	C	77.232.77.13x	http://www.followsite.com/bot.html	
id_a_f_141105_1	Fooky.com/ScorpionBot/ScoutOut; http://www.fooky.com/scorpionbots	Fooky search Scorpionbots robot (65.12.170.xxx)	R		http://www.fooky.com/	
id_a_f_373	Francis/1.0 (francis@neomo.de http://www.neomo.de/)	Neomo Search (Germany) robot (85.10.197.1xx)	R		http://www.neomo.de	
id_a_f_374	Franklin Locator 1.8	Some spam bot	S			
id_a_f_110506_1	free-downloads.net download-link validator /0.1	Free Downloads shareware directory link checking	C		http://www.free-downloads.net/	
id_a_f_375	FreeFind.com-SiteSearchEngine/1.0 (http://freefind.com; spiderinfo@freefind.com)	FreeFind.com robot	R		http://freefind.com	
id_a_f_221008_2	Frelicbot/1.0 +http://www.frelic.com/	Frelics backlink checking bot (beta)	C		http://www.frelic.com/	
id_a_f_376	FreshDownload/x.xx	Fresh Download download manager	D		http://www.freshdevices.com	
id_a_f_230306_2	FreshNotes crawler< report problems to crawler-at-freshnotes-dot-com	FreshNotes - music related artist search (72.3.225.xx)	R		http://freshnotes.com/fn/	
id_a_f_377	FSurf15a 01	Some site scanning tool via diff. IPs	S	s. also DSurf -  PBrowse ...		
id_a_f_070209_5	FTB-Bot http://www.findthebest.co.uk/	Find the Best search robot	R	83.105.71.16x	http://www.findthebest.co.uk/	
id_a_f_378	Full Web Bot 0416B	Some site scanning tool from diff. IPs i.e.: - 66.28.240.xx (cogentco.com) - 68.5.174.xx (cox.net)	S			
id_a_f_379	Full Web Bot 0516B	Some site scanning tool i.e. from - 68.154.96.xx (bellsouth.net)	S	appears also as MFC Foundation Class Library & Demo Bot Z 16b - 66.118.1xx.xxx (sagonet.com) - s. also Educate Search VxB - Industry Program 1.0.5		
id_a_f_380	Full Web Bot 2816B	Some site scanning tool from 66.255.6.xxx (uslec.com)	S			
id_a_f_190807_1	FuseBulb.Com	FuseBulb search	R	208.109.126.1xx	http://www.fusebulb.com/	
id_a_f_381	FyberSpider (+http://www.fybersearch.com/fyberspider.php)	FyberSearch FyberSpider robot	R		http://www.fybersearch.com	
